"id","mission_name","mission_cost","launch_time_date","rocket_company_id","mission_status_id","launch_location_id"
3149,"Mu-III C | Hakucho",,"1971-02-21 05:00:00",36,2,11
3150,"Voskhod | Cosmos 396",,"1971-02-18 13:59:00",28,2,15
3151,"Cosmos-3M (11K65M) | Cosmos 395",,"1971-02-17 21:10:00",28,2,132
3152,"Mu-IV S | Tansei 1",,"1971-02-16 04:00:00",36,2,11
3153,"Cosmos-3M (11K65M) | Cosmos 394",,"1971-02-09 18:48:00",28,2,132
3154,"Saturn V | Apollo 14",1160,"1971-01-31 21:03:00",38,2,137
3155,"Cosmos-2I (63SM) | Cosmos 393",,"1971-01-26 12:44:00",28,2,120
3156,"Atlas-SLV3C Centaur-D | Intelsat 4 F2",,"1971-01-26 00:36:00",49,2,93
3157,"Titan III(23)B | OPS 7776",,"1971-01-21 18:28:00",33,2,7
3158,"Voskhod | Cosmos 392",,"1971-01-21 08:40:00",28,2,119
3159,"Vostok-2M | Meteor n†­18",,"1971-01-20 11:24:00",28,2,113
3160,"Cosmos-2I (63SM) | Cosmos 391",,"1971-01-14 12:00:00",28,2,120
3161,"Voskhod | Cosmos 390",,"1971-01-12 09:30:00",28,2,119
3162,"Molniya-M /Block L | Molniya-1 n†­22",,"1970-12-25 03:50:00",28,2,97
3163,"Vostok-2M | Cosmos 389",,"1970-12-18 16:15:00",28,2,113
3164,"Cosmos-2I (63SM) | Cosmos 388",,"1970-12-18 09:39:00",28,2,120
3165,"Cosmos-3M (11K65M) | Cosmos 387",,"1970-12-16 04:30:00",28,2,14
3166,"Voskhod | Cosmos 386",,"1970-12-15 10:00:00",28,2,119
3167,"Cosmos-3M (11K65M) | Cosmos 385",,"1970-12-12 13:00:00",28,2,14
3168,"Diamant B | P??ole",,"1970-12-12 12:00:00",8,2,133
3169,"Scout B | Explorer 42",,"1970-12-12 10:53:00",37,2,1
3170,"Voskhod | Cosmos 384",,"1970-12-10 11:10:00",28,2,113
3171,"Voskhod | Cosmos 383",,"1970-12-03 13:55:00",28,2,110
3172,"Proton K/Block D | Cosmos 382 (L1E)",,"1970-12-02 17:00:00",28,2,35
3173,"Cosmos-3M (11K65M) | Cosmos 381",,"1970-12-02 04:00:00",28,2,14
3174,"Molniya-M /Block L | Molniya-1 n†­23",,"1970-11-27 15:47:00",28,2,110
3175,"Cosmos-2I (63SM) | Cosmos 380",,"1970-11-24 10:59:00",28,2,120
3176,"Soyuz L | Cosmos 379 (T2K Lunar Lander)",,"1970-11-24 05:15:00",28,2,119
3177,"Cosmos-3M (11K65M) | Cosmos 378",,"1970-11-17 00:00:00",28,2,14
3178,"Voskhod | Cosmos 377",,"1970-11-11 09:20:00",28,2,119
3179,"Proton K/Block D | Luna-17",,"1970-11-10 14:40:00",28,2,35
3180,"Voskhod | Cosmos 376",,"1970-10-30 13:20:00",28,2,110
3181,"Tsyklon-2 | Cosmos 375",,"1970-10-30 02:36:00",28,2,91
3182,"Titan III(23)B | OPS 7568",,"1970-10-23 17:40:00",33,2,7
3183,"Tsyklon-2 | Cosmos 374",,"1970-10-23 04:42:00",28,2,91
3184,"Proton K/Block D | Zond-8",,"1970-10-20 19:55:00",28,2,35
3185,"Tsyklon-2 | Cosmos 373",,"1970-10-20 05:38:00",28,2,130
3186,"Cosmos-3M (11K65M) | Cosmos 372",,"1970-10-16 15:00:00",28,2,132
3187,"Vostok-2M | Meteor n†­17",,"1970-10-15 11:22:00",28,2,113
3188,"Cosmos-2I (63SM) | Intercosmos-4",,"1970-10-14 11:30:00",28,2,120
3189,"Cosmos-3M (11K65M) | Cosmos 371",,"1970-10-12 13:57:00",28,2,132
3190,"Voskhod | Cosmos 370",,"1970-10-09 11:04:00",28,2,97
3191,"Cosmos-2I (63SM) | Cosmos 369",,"1970-10-08 15:10:00",28,2,120
3192,"Voskhod | Cosmos 368",,"1970-10-08 12:39:00",28,2,119
3193,"Tsyklon-2 | Cosmos 367",,"1970-10-03 10:26:00",28,2,130
3194,"Voskhod | Cosmos 366",,"1970-10-01 08:20:00",28,2,97
3195,"Molniya-M /Block L | Molniya-1 n†­19",,"1970-09-29 08:14:00",28,2,110
3196,"Tsyklon | Cosmos 365",,"1970-09-25 14:05:00",28,2,88
3197,"Voskhod | Cosmos 364",,"1970-09-22 13:00:00",28,2,113
3198,"Voskhod | Cosmos 363",,"1970-09-17 08:10:00",28,2,119
3199,"Cosmos-2I (63SM) | Cosmos 362",,"1970-09-16 12:00:00",28,2,120
3200,"Proton K/Block D | Luna-16",,"1970-09-12 13:25:00",28,2,35
3201,"Voskhod | Cosmos 361",,"1970-09-08 10:30:00",28,2,113
3202,"Atlas-SLV3A Agena-D | AFP-827 (Canyon-3)",,"1970-09-01 01:00:00",49,2,102
3203,"Voskhod | Cosmos 360",,"1970-08-29 08:30:00",28,2,119
3204,"Cosmos-2I (63SM) | Cosmos 357",,"1970-08-19 14:59:00",28,2,120
3205,"Titan III(23)B | OPS 7874",,"1970-08-18 14:45:00",33,2,7
3206,"Molniya-M /Block NVL | Venera 7",,"1970-08-17 05:38:00",28,2,119
3207,"Cosmos-2I (63SM) | Cosmos 356",,"1970-08-10 19:59:00",28,2,120
3208,"Voskhod | Cosmos 355",,"1970-08-07 09:30:00",28,2,110
3209,"Cosmos-2I (63SM) | Intercosmos-3",,"1970-08-07 02:59:00",28,2,92
3210,"Cosmos-3MRB (65MRB) | BOR-2 Shuttle",,"1970-07-31 02:00:00",28,2,92
3211,"Tsyklon | Cosmos 354",,"1970-07-28 22:00:00",28,2,17
3212,"Voskhod | Cosmos 353",,"1970-07-09 13:35:00",28,2,113
3213,"Voskhod | Cosmos 352",,"1970-07-07 10:30:00",28,2,119
3214,"Cosmos-2I (63SM) | Cosmos 351",,"1970-06-27 07:39:00",28,2,120
3215,"Voskhod | Cosmos 350",,"1970-06-26 12:00:00",28,2,119
3216,"Molniya-M /Block L | Molniya-1 n†­21",,"1970-06-26 03:23:00",28,2,110
3217,"Titan III(23)B | OPS 6820",,"1970-06-25 14:50:00",33,2,7
3218,"Vostok-2M | Meteor n†­16",,"1970-06-23 14:15:00",28,2,113
3219,"Atlas-SLV3A Agena-D | AFP-720 (Rhyolite-1)",,"1970-06-19 11:37:00",49,2,102
3220,"Voskhod | Cosmos 349",,"1970-06-17 12:59:00",28,2,110
3221,"Cosmos-2I (63SM) | Cosmos 348",,"1970-06-13 04:59:00",28,2,120
3222,"Cosmos-2I (63SM) | Cosmos 347",,"1970-06-12 09:30:00",28,2,92
3223,"Voskhod | Cosmos 346",,"1970-06-10 09:30:00",28,2,119
3224,"Soyuz | Soyuz 9",,"1970-06-01 19:00:00",31,2,119
3225,"Voskhod | Cosmos 345",,"1970-05-20 09:20:00",28,2,119
3226,"Voskhod | Cosmos 344",,"1970-05-12 10:10:00",28,2,113
3227,"Vostok-2M | Meteor n†­15",,"1970-04-28 10:50:00",28,2,113
3228,"Cosmos-3M (11K65M) | Cosmos 336 to 343",,"1970-04-25 17:09:00",28,2,14
3229,"Cosmos-2I (63SM) | Cosmos 335",,"1970-04-24 22:24:00",28,2,92
3230,"Long March 1 | Dong Fang Hong 1",,"1970-04-24 13:35:00",56,2,131
3231,"Cosmos-2I (63SM) | Cosmos 334",,"1970-04-23 13:20:00",28,2,120
3232,"Titan III(23)B | OPS 2863",,"1970-04-15 15:52:00",33,2,7
3233,"Voskhod | Cosmos 333",,"1970-04-15 09:00:00",28,2,113
3234,"Saturn V | Apollo 13",1160,"1970-04-11 19:13:00",38,2,137
3235,"Cosmos-3M (11K65M) | Cosmos 332",,"1970-04-11 17:00:00",28,2,14
3236,"Titan IIIC | Vela 11 & 12",,"1970-04-08 10:50:00",7,2,127
3237,"Voskhod | Cosmos 331",,"1970-04-08 10:15:00",28,2,119
3238,"Cosmos-3M (11K65M) | Cosmos 330",,"1970-04-07 11:10:00",28,2,14
3239,"Voskhod | Cosmos 329",,"1970-04-03 08:30:00",28,2,110
3240,"Voskhod | Cosmos 328",,"1970-03-27 11:45:00",28,2,113
3241,"Cosmos-2I (63SM) | Cosmos 327",,"1970-03-18 14:39:00",28,2,120
3242,"Voskhod | Cosmos 326",,"1970-03-13 08:00:00",28,2,110
3243,"Diamant B | WIKA & MIKA",,"1970-03-10 15:20:00",8,2,133
3244,"Voskhod | Cosmos 325",,"1970-03-04 12:14:00",28,2,110
3245,"Cosmos-2I (63SM) | Cosmos 324",,"1970-02-27 17:24:00",28,2,120
3246,"Molniya-M /Block L | Molniya-1 n†­17",,"1970-02-17 18:57:00",28,2,110
3247,"Voskhod | Cosmos 322",,"1970-01-21 12:00:00",28,2,113
3248,"Cosmos-2I (63SM) | Cosmos 321",,"1970-01-20 20:20:00",28,2,120
3249,"Cosmos-2I (63SM) | Cosmos 320",,"1970-01-16 10:59:00",28,2,92
3250,"Cosmos-2I (63SM) | Cosmos 319",,"1970-01-15 13:40:00",28,2,120
3251,"Titan III(23)B | OPS 6531",,"1970-01-14 18:43:00",33,2,7
3252,"Voskhod | Cosmos 318",,"1970-01-09 09:20:00",28,2,119
3253,"Cosmos-2I (63SM) | Intercosmos-2",,"1969-12-25 09:59:00",28,2,92
3254,"Voskhod | Cosmos 317",,"1969-12-23 13:50:00",28,2,113
3255,"Tsyklon-2 | Cosmos 316",,"1969-12-23 09:25:00",28,2,91
3256,"Cosmos-3M (11K65M) | Cosmos 315",,"1969-12-20 03:26:00",28,2,132
3257,"Cosmos-2I (63SM) | Cosmos 314",,"1969-12-11 12:59:00",28,2,120
3258,"Voskhod | Cosmos 313",,"1969-12-03 13:20:00",28,2,110
3259,"Cosmos-3M (11K65M) | Cosmos 312",,"1969-11-24 16:49:00",28,2,132
3260,"Cosmos-2I (63SM) | Cosmos 311",,"1969-11-24 11:04:00",28,2,120
3261,"Voskhod | Cosmos 310",,"1969-11-15 08:30:00",28,2,119
3262,"Saturn V | Apollo 12",1160,"1969-11-14 16:22:00",38,2,137
3263,"Voskhod | Cosmos 309",,"1969-11-12 11:30:00",28,2,113
3264,"Cosmos-2I (63SM) | Cosmos 308",,"1969-11-04 12:00:00",28,2,120
3265,"Tsyklon-2 | IS Mass Model",,"1969-11-01 10:59:00",22,2,91
3266,"Titan III(23)B | OPS 8455",,"1969-10-24 18:10:00",33,2,7
3267,"Cosmos-2I (63SM) | Cosmos 307",,"1969-10-24 13:01:00",28,2,92
3268,"Voskhod | Cosmos 306",,"1969-10-24 09:40:00",28,2,97
3269,"Cosmos-3M (11K65M) | Cosmos 304",,"1969-10-21 12:49:00",28,2,132
3270,"Cosmos-2I (63SM) | Cosmos 303",,"1969-10-18 10:00:00",28,2,120
3271,"Voskhod | Cosmos 302",,"1969-10-17 11:45:00",28,2,113
3272,"Cosmos-2I (63SM) | Intercosmos-1",,"1969-10-14 13:19:00",28,2,92
3273,"Soyuz | Soyuz 8",,"1969-10-13 10:19:00",28,2,119
3274,"Soyuz | Soyuz 7",,"1969-10-12 10:44:00",28,2,97
3275,"Soyuz | Soyuz 6",,"1969-10-11 11:10:00",28,2,119
3276,"Vostok-2M | Meteor n†­13",,"1969-10-06 01:45:00",28,2,113
3277,"Voskhod | Cosmos 301",,"1969-09-24 12:15:00",28,2,113
3278,"Proton K/Block D | Cosmos 300 (luna-16a)",,"1969-09-23 15:00:00",28,2,81
3279,"Voskhod | Cosmos 299",,"1969-09-18 08:40:00",28,2,119
3280,"Tsyklon | Cosmos 298",,"1969-09-15 16:00:00",28,2,17
3281,"Voskhod | Cosmos 297",,"1969-09-02 11:00:00",28,2,113
3282,"Voskhod | Cosmos 296",,"1969-08-29 09:05:00",28,2,119
3283,"Titan III(23)B | OPS 7807",,"1969-08-23 16:00:00",33,2,7
3284,"Cosmos-2I (63SM) | Cosmos 295",,"1969-08-22 14:14:00",28,2,120
3285,"Voskhod | Cosmos 294",,"1969-08-19 13:00:00",28,2,113
3286,"Voskhod | Cosmos 293",,"1969-08-16 11:59:00",28,2,119
3287,"Cosmos-3M (11K65M) | Cosmos 292",,"1969-08-13 22:00:00",28,2,14
3288,"Atlas-SLV3C Centaur-D | ATS-5",,"1969-08-12 11:01:00",49,2,93
3289,"Proton K/Block D | Zond-7",,"1969-08-07 23:48:00",28,2,35
3290,"Tsyklon-2 | Cosmos 291",,"1969-08-06 05:40:00",28,2,130
3291,"Molniya-M /Block L | Molniya-1 n†­18",,"1969-07-22 12:55:00",28,2,97
3292,"Voskhod | Cosmos 290",,"1969-07-22 12:30:00",28,2,113
3293,"Saturn V | Apollo 11",1160,"1969-07-16 13:32:00",38,2,137
3294,"Voskhod | Cosmos 289",,"1969-07-10 09:00:00",28,2,113
3295,"Voskhod | Cosmos 288",,"1969-06-27 06:59:00",28,2,97
3296,"Voskhod | Cosmos 287",,"1969-06-24 06:50:00",28,2,119
3297,"Voskhod | Cosmos 286",,"1969-06-15 08:59:00",28,2,113
3298,"Cosmos-3MRB (65MRB) | BOR-2 Shuttle",,"1969-06-12 06:00:00",28,2,92
3299,"Titan IIIB | OPS 1077",59,"1969-06-03 16:49:00",33,2,7
3300,"Cosmos-2I (63SM) | Cosmos 285",,"1969-06-03 12:57:00",28,2,120
3301,"Voskhod | Cosmos 284",,"1969-05-29 06:59:00",28,2,119
3302,"Cosmos-2I (63SM) | Cosmos 283",,"1969-05-27 13:00:00",28,2,120
3303,"Titan IIIC | OPS-6909, OPS-6911, OV5-5, OV5-6, OV5-9",,"1969-05-23 07:57:00",7,2,106
3304,"Voskhod | Cosmos 282",,"1969-05-20 08:40:00",28,2,113
3305,"Saturn V | Apollo 10",1160,"1969-05-18 16:49:00",38,2,22
3306,"Voskhod | Cosmos 280",,"1969-04-23 09:55:00",28,2,97
3307,"Titan IIIB | OPS 5310",59,"1969-04-15 17:30:00",33,2,7
3308,"Voskhod | Cosmos 279",,"1969-04-15 08:14:00",28,2,119
3309,"Atlas-SLV3A Agena-D | Canyon 2 (AFP-827)",,"1969-04-13 02:30:00",49,2,102
3310,"Molniya-M /Block L | Molniya-1 n†­16",,"1969-04-11 02:30:00",28,2,97
3311,"Voskhod | Cosmos 278",,"1969-04-09 13:00:00",28,2,113
3312,"Cosmos-2I (63SM) | Cosmos 277",,"1969-04-04 13:00:00",28,2,120
3313,"Voskhod | Cosmos 276",,"1969-04-04 10:20:00",28,2,113
3314,"Cosmos-2I (63SM) | Cosmos 275",,"1969-03-28 16:00:00",28,2,120
3315,"Atlas-SLV3C Centaur-D | Mariner 7",,"1969-03-27 22:22:00",49,2,93
3316,"Voskhod | Cosmos 274",,"1969-03-24 10:10:00",28,2,119
3317,"Voskhod | Cosmos 273",,"1969-03-22 12:15:00",28,2,113
3318,"Atlas-E/F OV1 | OV1-17/OV1-18/OV1-19",,"1969-03-18 07:47:00",49,2,84
3319,"Cosmos-3M (11K65M) | Cosmos 272",,"1969-03-17 16:40:00",28,2,14
3320,"Voskhod | Cosmos 271",,"1969-03-15 12:15:00",28,2,113
3321,"Voskhod | Cosmos 270",,"1969-03-06 12:15:00",28,2,113
3322,"Cosmos-3M (11K65M) | Cosmos 269",,"1969-03-05 17:25:00",28,2,14
3323,"Cosmos-2I (63SM) | Cosmos 268",,"1969-03-05 13:04:00",28,2,92
3324,"Titan IIIB | OPS 4248",59,"1969-03-04 19:30:00",33,2,7
3325,"Saturn V | Apollo 9",1160,"1969-03-03 16:00:00",38,2,137
3326,"Voskhod | Cosmos 267",,"1969-02-26 08:30:00",28,2,119
3327,"Voskhod | Cosmos 266",,"1969-02-25 10:20:00",28,2,113
3328,"Atlas-SLV3C Centaur-D | Mariner 6",,"1969-02-25 01:29:00",49,2,18
3329,"Titan IIIC | OPS-0757 (Tacsat)",,"1969-02-09 21:09:00",7,2,106
3330,"Cosmos-2I (63SM) | Cosmos 265",,"1969-02-07 13:59:00",28,2,120
3331,"Voskhod | Cosmos 264",,"1969-01-23 09:15:00",28,2,97
3332,"Titan IIIB | OPS 7585",59,"1969-01-22 19:10:00",33,2,7
3333,"Soyuz | Soyuz 5",,"1969-01-15 07:04:00",28,2,97
3334,"Soyuz | Soyuz 4",,"1969-01-14 07:30:00",28,2,119
3335,"Voskhod | Cosmos 263",,"1969-01-12 12:10:00",28,2,113
3336,"Molniya-M /Block VL | Venera 6",,"1969-01-10 05:51:00",28,2,97
3337,"Molniya-M /Block VL | Venera 5",,"1969-01-05 06:28:00",28,2,97
3338,"Cosmos-2I (63SM) | Cosmos 262",,"1968-12-26 09:45:00",28,2,92
3339,"Saturn V | Apollo 8",1160,"1968-12-21 12:51:00",38,2,137
3340,"Cosmos-2I (63SM) | Cosmos 261",,"1968-12-19 23:55:00",28,2,120
3341,"Molniya-M /Block L | Cosmos 260",,"1968-12-16 09:15:00",28,2,97
3342,"Cosmos-2I (63SM) | Cosmos 259",,"1968-12-14 05:09:00",28,2,92
3343,"Voskhod | Cosmos 258",,"1968-12-10 08:25:00",28,2,119
3344,"Atlas-SLV3C Centaur-D | OAO-2",,"1968-12-07 08:40:00",49,2,18
3345,"Titan IIIB | OPS 6518",59,"1968-12-04 19:23:00",33,2,7
3346,"Cosmos-2I (63SM) | Cosmos 257",,"1968-12-03 14:52:00",28,2,120
3347,"Cosmos-3M (11K65M) | Cosmos 256",,"1968-11-30 12:00:00",28,2,14
3348,"Voskhod | Cosmos 255",,"1968-11-29 12:40:00",28,2,113
3349,"Europa 1 | STV-1",,"1968-11-29 09:47:00",48,2,63
3350,"Voskhod | Cosmos 254",,"1968-11-21 12:10:00",28,2,113
3351,"Proton K | Proton-4",,"1968-11-16 11:40:00",28,2,81
3352,"Voskhod | Cosmos 253",,"1968-11-13 12:00:00",28,2,113
3353,"Proton K/Block D | Zond-6",,"1968-11-10 19:11:00",28,2,35
3354,"Titan IIIB | OPS 5296",59,"1968-11-06 19:10:00",33,2,7
3355,"Tsyklon-2A | Cosmos 252",,"1968-11-01 00:27:00",28,2,91
3356,"Voskhod | Cosmos 251",,"1968-10-31 09:14:00",28,2,97
3357,"Cosmos-3M (11K65M) | Cosmos 250",,"1968-10-30 22:00:00",28,2,14
3358,"Soyuz | Soyuz 3",,"1968-10-26 08:34:00",28,2,119
3359,"Soyuz | Soyuz 2",,"1968-10-25 09:00:00",28,2,97
3360,"Tsyklon-2A | Cosmos 249",,"1968-10-20 04:02:00",28,2,91
3361,"Tsyklon-2A | Cosmos 248",,"1968-10-19 04:20:00",28,2,130
3362,"Saturn IB | Apollo 7",,"1968-10-11 15:02:00",38,2,75
3363,"Voskhod | Cosmos 247",,"1968-10-11 12:05:00",28,2,113
3364,"Molniya-M /Block L | Molniya-1 n†­14",,"1968-10-05 00:32:00",28,2,97
3365,"Cosmos-2I (63SM) | Cosmos 245",,"1968-10-03 12:59:00",28,2,120
3366,"Tsyklon | Cosmos 244",,"1968-10-02 13:35:00",28,2,88
3367,"Titan IIIC | LES-6, OV2-5, OV5-2, OV5-4",,"1968-09-26 07:37:00",7,2,106
3368,"Voskhod | Cosmos 243",,"1968-09-23 07:39:00",28,2,97
3369,"Cosmos-2I (63SM) | Cosmos 242",,"1968-09-20 14:39:00",28,2,120
3370,"Voskhod | Cosmos 241",,"1968-09-16 12:30:00",28,2,113
3371,"Proton K/Block D | Zond-5",,"1968-09-14 21:42:00",28,2,35
3372,"Voskhod | Cosmos 240",,"1968-09-14 16:50:00",28,2,119
3373,"Voskhod | Cosmos 239",,"1968-09-05 07:00:00",28,2,119
3374,"Soyuz | Cosmos 238",,"1968-08-28 10:04:00",28,2,119
3375,"Voskhod | Cosmos 237",,"1968-08-27 12:59:00",28,2,113
3376,"Cosmos-3 (11K65) | Cosmos 236",,"1968-08-27 11:29:00",28,2,76
3377,"Voskhod | Cosmos 235",,"1968-08-09 07:00:00",28,2,119
3378,"Titan IIIB | OPS 5247",59,"1968-08-06 18:30:00",33,2,7
3379,"Titan IIIB | OPS 5187",59,"1968-08-06 16:33:00",33,2,7
3380,"Atlas-SLV3A Agena-D | Canyon 1 (AFP-827)",,"1968-08-06 11:08:00",49,2,102
3381,"Voskhod | Cosmos 234",,"1968-07-30 07:00:00",28,2,119
3382,"Cosmos-2I (63SM) | Cosmos 233",,"1968-07-18 19:59:00",28,2,120
3383,"Voskhod | Cosmos 232",,"1968-07-16 13:10:00",28,2,113
3384,"Atlas-E/F OV1 | OV1-15/OV1-16",,"1968-07-11 19:30:00",49,2,84
3385,"Voskhod | Cosmos 231",,"1968-07-10 19:49:00",28,2,119
3386,"Molniya-M /Block L | Molniya-1 n†­13",,"1968-07-05 15:25:00",28,2,97
3387,"Cosmos-2I (63SM) | Cosmos 230",,"1968-07-05 06:59:00",28,2,92
3388,"Voskhod | Cosmos 229",,"1968-06-26 11:00:00",28,2,113
3389,"Voskhod | Cosmos 228",,"1968-06-21 12:00:00",28,2,97
3390,"Voskhod | Cosmos 227",,"1968-06-18 16:15:00",28,2,119
3391,"Titan IIIC | OPS 9341-9348",,"1968-06-13 14:03:00",7,2,106
3392,"Vostok-2M | Cosmos 226",,"1968-06-12 13:14:00",28,2,113
3393,"Cosmos-2I (63SM) | Cosmos 225",,"1968-06-11 21:29:00",28,2,92
3394,"Titan IIIB | OPS 5138",59,"1968-06-05 17:31:00",33,2,7
3395,"Voskhod | Cosmos 224",,"1968-06-04 06:45:00",28,2,119
3396,"Voskhod | Cosmos 223",,"1968-06-01 10:50:00",28,2,113
3397,"Cosmos-2I (63SM) | Cosmos 222",,"1968-05-30 20:29:00",28,2,120
3398,"Cosmos-2I (63SM) | Cosmos 221",,"1968-05-24 07:04:00",28,2,92
3399,"Cosmos-3M (11K65M) | Cosmos 220",,"1968-05-07 13:57:00",28,2,14
3400,"Cosmos-2I (63SM) | Cosmos 219",,"1968-04-26 04:42:00",28,2,92
3401,"Tsyklon | Cosmos 218",,"1968-04-25 00:45:00",28,2,46
3402,"Molniya-M /Block L | Molniya-1 n†­10",,"1968-04-21 04:20:00",28,2,97
3403,"Voskhod | Cosmos 216",,"1968-04-20 10:30:00",28,2,119
3404,"Cosmos-2I (63SM) | Cosmos 215",,"1968-04-18 22:29:00",28,2,92
3405,"Voskhod | Cosmos 214",,"1968-04-18 10:30:00",28,2,113
3406,"Titan IIIB | OPS 5105",59,"1968-04-17 17:00:00",33,2,7
3407,"Soyuz | Cosmos 213",,"1968-04-15 09:34:00",28,2,97
3408,"Soyuz | Cosmos 212",,"1968-04-14 10:00:00",28,2,119
3409,"Cosmos-2I (63SM) | Cosmos 211",,"1968-04-09 11:26:00",28,2,120
3410,"Molniya-M /Block L | Luna 14",,"1968-04-07 10:09:00",28,2,97
3411,"Atlas-E/F OV1 | OV1-13/OV1-14",,"1968-04-06 09:59:00",49,2,84
3412,"Voskhod | Cosmos 210",,"1968-04-03 11:00:00",28,2,113
3413,"Cosmos-3 (11K65) | VKZ",,"1968-03-28 00:00:00",25,2,76
3414,"Tsyklon-2A | Cosmos 209",,"1968-03-22 09:30:00",28,2,130
3415,"Voskhod | Cosmos 208",,"1968-03-21 09:50:00",28,2,97
3416,"Voskhod | Cosmos 207",,"1968-03-16 12:30:00",28,2,113
3417,"Vostok-2M | Cosmos 206",,"1968-03-14 09:34:00",28,2,113
3418,"Titan IIIB | OPS 5057",59,"1968-03-13 19:55:00",33,2,7
3419,"Voskhod | Cosmos 205",,"1968-03-05 12:30:00",28,2,113
3420,"Cosmos-2I (63SM) | Cosmos 204",,"1968-03-05 11:20:00",28,2,120
3421,"Atlas-SLV3A Agena-D | OGO-5",,"1968-03-04 13:06:00",49,2,102
3422,"Cosmos-3M (11K65M) | Cosmos 203",,"1968-02-20 16:00:00",28,2,14
3423,"Cosmos-2I (63SM) | Cosmos 202",,"1968-02-20 10:03:00",28,2,92
3424,"Voskhod | Cosmos 201",,"1968-02-06 08:00:00",28,2,119
3425,"Saturn IB | Apollo 5",,"1968-01-22 22:48:00",38,2,20
3426,"Cosmos-3M (11K65M) | Cosmos 200",,"1968-01-19 22:00:00",28,2,14
3427,"Titan IIIB | OPS 5028",59,"1968-01-18 19:04:00",33,2,7
3428,"Voskhod | Cosmos 199",,"1968-01-16 12:00:00",28,2,113
3429,"Atlas-SLV3C Centaur-D | Surveyor 7",,"1968-01-07 06:30:00",49,2,93
3430,"Tsyklon-2A | Cosmos 198",,"1967-12-27 11:28:00",28,2,130
3431,"Cosmos-2I (63SM) | Cosmos 197",,"1967-12-26 09:01:00",28,2,92
3432,"Cosmos-2I (63S1) | Cosmos 196",,"1967-12-19 06:30:00",28,2,92
3433,"Voskhod | Cosmos 195",,"1967-12-16 12:00:00",28,2,113
3434,"Titan IIIB | OPS 5000",59,"1967-12-05 18:45:00",33,2,7
3435,"Voskhod | Cosmos 194",,"1967-12-03 12:00:00",28,2,113
3436,"Redstone Sparta | WRESAT",,"1967-11-29 00:00:00",16,2,63
3437,"Voskhod | Cosmos 193",,"1967-11-25 11:30:00",28,2,113
3438,"Cosmos-3M (11K65M) | Cosmos 192",,"1967-11-23 15:00:00",28,2,14
3439,"Cosmos-2I (63SM) | Cosmos 191",,"1967-11-21 14:29:00",28,2,120
3440,"Saturn V | Apollo 4",1160,"1967-11-09 12:00:00",38,2,137
3441,"Atlas-SLV3C Centaur-D | Surveyor 6",,"1967-11-07 07:39:00",49,2,18
3442,"Atlas-SLV3 Agena-D | ATS-3",,"1967-11-05 23:37:00",49,2,51
3443,"Cosmos-3M (11K65M) | Cosmos 189",,"1967-10-30 18:00:00",28,2,14
3444,"Soyuz | Cosmos 188",,"1967-10-30 08:12:00",28,2,97
3445,"Tsyklon | Cosmos 187",,"1967-10-28 13:15:00",28,2,46
3446,"Soyuz | Cosmos 186",,"1967-10-27 09:29:00",28,2,119
3447,"Tsyklon-2A | Cosmos 185",,"1967-10-27 02:21:00",28,2,130
3448,"Titan IIIB | OPS 4995",59,"1967-10-25 19:15:00",33,2,7
3449,"Vostok-2M | Cosmos 184",,"1967-10-24 22:49:00",28,2,113
3450,"Molniya | Molniya-1 n†­12",,"1967-10-22 08:40:00",28,2,97
3451,"Tsyklon | Cosmos 183",,"1967-10-18 13:30:00",28,2,88
3452,"Voskhod | Cosmos 182",,"1967-10-16 08:00:00",28,2,119
3453,"Cosmos-3 (11K65) | VKZ",,"1967-10-12 14:15:00",25,2,76
3454,"Voskhod | Cosmos 181",,"1967-10-11 11:30:00",28,2,113
3455,"Molniya | Molniya-1 n†­9",,"1967-10-03 05:00:00",28,2,97
3456,"Voskhod | Cosmos 180",,"1967-09-26 10:20:00",28,2,113
3457,"Tsyklon | Cosmos 179",,"1967-09-22 14:05:00",28,2,46
3458,"Titan IIIB | OPS 4941",59,"1967-09-19 18:28:00",33,2,7
3459,"Tsyklon | Cosmos 178",,"1967-09-19 14:45:00",28,2,88
3460,"Voskhod | Cosmos 177",,"1967-09-16 06:06:00",28,2,97
3461,"Cosmos-2I (63SM) | Cosmos 176",,"1967-09-12 17:00:00",28,2,120
3462,"Voskhod | Cosmos 175",,"1967-09-11 10:30:00",28,2,113
3463,"Atlas-SLV3C Centaur-D | Surveyor 5",,"1967-09-08 07:57:00",49,2,18
3464,"Molniya | Cosmos 174",,"1967-08-31 08:00:00",28,2,97
3465,"Cosmos-2I (63SM) | Cosmos 173",,"1967-08-24 04:59:00",28,2,120
3466,"Titan IIIB | OPS 4866",59,"1967-08-16 17:02:00",33,2,7
3467,"Voskhod | Cosmos 172",,"1967-08-09 05:45:00",28,2,97
3468,"Tsyklon | Cosmos 171",,"1967-08-08 16:05:00",28,2,46
3469,"Atlas-SLV3 Agena-D | Lunar Orbiter 5",,"1967-08-01 22:33:00",49,2,102
3470,"Tsyklon | Cosmos 170",,"1967-07-31 16:45:00",28,2,88
3471,"Tsyklon | Cosmos 169",,"1967-07-17 16:45:00",28,2,46
3472,"Atlas-LV3C Centaur-D | Surveyor 4",,"1967-07-14 11:53:00",49,2,93
